city,phone_service,multiple_lines,internet_service,internet_type,contract_type,"tenure (months)",customer_status
Alta,No,No,Yes,Cable,"Two Year",69,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic","Two Year",43,Churned
"Los Angeles",Yes,No,Yes,DSL,"One Year",27,Stayed
Keyes,Yes,No,No,None,Month-to-Month,12,Stayed
Wrightwood,Yes,Yes,Yes,DSL,Month-to-Month,20,Churned
"Cantua Creek",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,8,Churned
Oroville,Yes,No,No,None,"Two Year",6,Stayed
"Santa Ana",No,No,Yes,Cable,"Two Year",51,Stayed
Springville,Yes,No,Yes,DSL,"Two Year",61,Stayed
Calipatria,Yes,Yes,Yes,"Fiber Optic","Two Year",69,Stayed
"San Jacinto",Yes,No,No,None,Month-to-Month,12,Stayed
"Fields Landing",Yes,Yes,Yes,"Fiber Optic","Two Year",59,Stayed
Salinas,Yes,No,No,None,"Two Year",68,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,53,Stayed
"San Geronimo",Yes,No,Yes,DSL,"One Year",21,Stayed
"Old Station",Yes,No,Yes,DSL,Month-to-Month,3,Churned
Topaz,Yes,No,Yes,DSL,Month-to-Month,24,Stayed
Tustin,Yes,No,Yes,Cable,"Two Year",61,Stayed
"El Segundo",Yes,Yes,Yes,"Fiber Optic","Two Year",69,Stayed
Sugarloaf,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,1,Churned
Brookdale,Yes,Yes,Yes,"Fiber Optic","Two Year",59,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic","Two Year",69,Stayed
Brawley,Yes,Yes,Yes,"Fiber Optic","Two Year",67,Churned
"Pine Grove",Yes,No,Yes,"Fiber Optic","One Year",61,Stayed
Pioneertown,Yes,Yes,Yes,"Fiber Optic","Two Year",70,Stayed
Alpine,Yes,Yes,Yes,DSL,"One Year",63,Stayed
Tahoma,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Susanville,No,No,Yes,Cable,"One Year",66,Stayed
"Grass Valley",Yes,No,No,None,"Two Year",13,Stayed
"San Francisco",Yes,No,No,None,"Two Year",47,Stayed
Orleans,Yes,No,No,None,"One Year",52,Stayed
"Monterey Park",Yes,Yes,Yes,"Fiber Optic","One Year",65,Stayed
"San Francisco",Yes,No,No,None,Month-to-Month,8,Stayed
"Mount Hamilton",Yes,No,No,None,"Two Year",63,Stayed
"San Diego",Yes,No,Yes,DSL,Month-to-Month,20,Stayed
"Crows Landing",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,49,Stayed
Madera,Yes,No,No,None,"One Year",70,Stayed
"South Lake Tahoe",Yes,Yes,Yes,"Fiber Optic","One Year",31,Churned
Selma,Yes,No,Yes,Cable,Month-to-Month,4,Stayed
"Marina Del Rey",Yes,Yes,Yes,DSL,"Two Year",42,Stayed
Pacoima,Yes,No,Yes,"Fiber Optic",Month-to-Month,14,Stayed
Sunnyvale,No,No,Yes,DSL,Month-to-Month,21,Stayed
Sacramento,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"San Martin",Yes,Yes,Yes,Cable,"One Year",34,Stayed
"Echo Lake",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Palo Alto",Yes,No,No,None,"Two Year",37,Stayed
Markleeville,No,No,Yes,Cable,Month-to-Month,4,Stayed
"Studio City",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,18,Stayed
Posey,Yes,Yes,Yes,"Fiber Optic","One Year",57,Stayed
"San Ramon",Yes,Yes,No,None,"Two Year",64,Stayed
"Spring Valley",Yes,No,Yes,"Fiber Optic","One Year",23,Stayed
Felton,Yes,No,No,None,"Two Year",17,Stayed
Ukiah,Yes,Yes,Yes,"Fiber Optic","Two Year",69,Stayed
Ducor,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,8,Stayed
"Valley Springs",Yes,No,No,None,"Two Year",39,Stayed
Orange,Yes,No,Yes,"Fiber Optic",Month-to-Month,53,Stayed
Sacramento,Yes,No,No,None,"Two Year",41,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,47,Churned
Oakland,Yes,No,Yes,DSL,Month-to-Month,40,Stayed
"Pollock Pines",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,8,Churned
Vista,Yes,No,Yes,"Fiber Optic","Two Year",9,Stayed
Montebello,Yes,No,No,None,Month-to-Month,4,Stayed
Alta,Yes,No,Yes,DSL,"Two Year",45,Stayed
Salyer,Yes,Yes,Yes,"Fiber Optic","Two Year",26,Stayed
Jackson,Yes,No,Yes,"Fiber Optic","Two Year",25,Stayed
"Lake Elsinore",Yes,No,Yes,"Fiber Optic",Month-to-Month,25,Stayed
Caliente,Yes,No,Yes,DSL,Month-to-Month,27,Stayed
Kirkwood,Yes,No,No,None,"One Year",32,Stayed
"Moreno Valley",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,61,Stayed
Castella,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,42,Churned
Miranda,Yes,No,Yes,DSL,"One Year",57,Stayed
"Los Gatos",Yes,Yes,Yes,"Fiber Optic","One Year",51,Stayed
Alhambra,Yes,No,No,None,"One Year",50,Stayed
Rocklin,Yes,Yes,No,None,"Two Year",27,Stayed
Twain,No,No,Yes,DSL,Month-to-Month,1,Churned
"La Mirada",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,21,Stayed
Spreckels,Yes,No,No,None,"Two Year",66,Stayed
Carmel,Yes,Yes,No,None,"Two Year",72,Stayed
"San Francisco",Yes,No,No,None,"Two Year",14,Stayed
"San Francisco",Yes,No,No,None,"Two Year",15,Stayed
Lucerne,Yes,Yes,Yes,Cable,"Two Year",71,Stayed
Palmdale,Yes,No,Yes,DSL,"One Year",17,Stayed
"Mill Creek",Yes,No,Yes,"Fiber Optic",Month-to-Month,53,Stayed
"Beale Afb",Yes,No,No,None,"Two Year",17,Stayed
"Westlake Village",Yes,No,Yes,DSL,Month-to-Month,12,Stayed
"Mount Shasta",No,No,Yes,Cable,"Two Year",68,Stayed
"Los Angeles",Yes,Yes,No,None,"Two Year",34,Stayed
Arbuckle,Yes,Yes,Yes,Cable,"One Year",61,Churned
"Los Angeles",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,21,Churned
Salinas,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Daly City",Yes,No,Yes,"Fiber Optic",Month-to-Month,20,Churned
Janesville,Yes,Yes,Yes,"Fiber Optic","Two Year",54,Stayed
Strathmore,Yes,No,No,None,Month-to-Month,6,Stayed
"Los Angeles",Yes,No,Yes,"Fiber Optic",Month-to-Month,46,Stayed
Earlimart,Yes,No,Yes,DSL,"One Year",15,Stayed
"South El Monte",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,14,Churned
"Santa Fe Springs",Yes,Yes,No,None,"Two Year",72,Stayed
Clio,Yes,Yes,Yes,Cable,"One Year",24,Stayed
Yorkville,Yes,No,Yes,"Fiber Optic","Two Year",65,Stayed
Oakland,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,22,Churned
"Baldwin Park",Yes,Yes,Yes,"Fiber Optic","Two Year",38,Stayed
"Los Angeles",Yes,No,Yes,Cable,Month-to-Month,17,Churned
Dixon,Yes,No,No,None,Month-to-Month,25,Stayed
Courtland,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,6,Stayed
"Los Angeles",No,No,Yes,DSL,Month-to-Month,6,Churned
"San Diego",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,4,Churned
"San Francisco",Yes,No,Yes,"Fiber Optic",Month-to-Month,13,Churned
Santee,Yes,No,Yes,"Fiber Optic","Two Year",8,Stayed
"San Diego",Yes,No,Yes,"Fiber Optic","Two Year",57,Churned
"San Miguel",Yes,Yes,Yes,"Fiber Optic","Two Year",48,Stayed
"Big Pine",Yes,Yes,Yes,"Fiber Optic","Two Year",58,Stayed
Glenhaven,No,No,Yes,Cable,"Two Year",8,Stayed
Rocklin,Yes,No,No,None,"One Year",22,Stayed
Petaluma,Yes,No,Yes,DSL,"One Year",36,Stayed
"Salton City",Yes,Yes,No,None,"One Year",62,Stayed
"Rancho Mirage",Yes,Yes,No,None,"Two Year",40,Stayed
"Santa Paula",Yes,Yes,Yes,"Fiber Optic","Two Year",68,Churned
Riverbank,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,11,Churned
Rosemead,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,5,Churned
Poway,Yes,Yes,Yes,"Fiber Optic","Two Year",70,Churned
Lagunitas,Yes,Yes,Yes,DSL,"One Year",40,Stayed
Fillmore,Yes,No,No,None,"Two Year",40,Stayed
"Rancho Cucamonga",Yes,No,Yes,Cable,"Two Year",37,Stayed
"Diamond Springs",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,1,Churned
"Canoga Park",No,No,Yes,DSL,Month-to-Month,28,Stayed
"Pope Valley",No,No,Yes,DSL,Month-to-Month,1,Churned
Sacramento,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,32,Churned
Sacramento,Yes,No,No,None,"One Year",6,Stayed
"San Diego",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Sacramento,Yes,Yes,No,None,Month-to-Month,11,Churned
Darwin,Yes,No,Yes,DSL,"Two Year",70,Stayed
"San Jose",Yes,Yes,Yes,DSL,"One Year",55,Stayed
Marysville,No,No,Yes,Cable,Month-to-Month,26,Stayed
"Los Angeles",Yes,Yes,No,None,Month-to-Month,12,Stayed
Rescue,Yes,Yes,Yes,Cable,"Two Year",50,Stayed
Orange,Yes,No,Yes,DSL,"Two Year",72,Stayed
Bridgeport,Yes,No,Yes,Cable,"Two Year",11,Stayed
Sacramento,Yes,Yes,Yes,"Fiber Optic","Two Year",52,Stayed
Richmond,Yes,Yes,No,None,"Two Year",66,Stayed
"Ben Lomond",Yes,No,No,None,"Two Year",0,Stayed
Vista,Yes,No,No,None,"Two Year",70,Stayed
"Monterey Park",Yes,Yes,Yes,DSL,"Two Year",72,Stayed
"San Francisco",Yes,Yes,Yes,"Fiber Optic","Two Year",71,Stayed
Fiddletown,No,No,Yes,Cable,"Two Year",62,Stayed
Wilmington,Yes,Yes,No,None,"One Year",35,Stayed
Cupertino,Yes,Yes,No,None,"Two Year",0,Stayed
Tomales,Yes,No,No,None,"Two Year",32,Stayed
Igo,Yes,No,Yes,DSL,Month-to-Month,25,Stayed
"Moreno Valley",Yes,No,Yes,"Fiber Optic",Month-to-Month,2,Churned
Sacramento,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,37,Churned
Glendale,Yes,Yes,No,None,"Two Year",50,Stayed
"San Diego",Yes,No,No,None,Month-to-Month,15,Churned
"Santa Monica",Yes,No,No,None,"Two Year",68,Stayed
"Moreno Valley",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,5,Churned
Compton,Yes,Yes,No,None,Month-to-Month,7,Stayed
"White Water",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,57,Churned
Novato,Yes,No,Yes,"Fiber Optic",Month-to-Month,5,Churned
"Sun Valley",Yes,Yes,Yes,"Fiber Optic","Two Year",60,Stayed
Oakland,Yes,No,No,None,Month-to-Month,10,Stayed
Kenwood,Yes,Yes,Yes,"Fiber Optic","Two Year",62,Stayed
Tranquillity,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,46,Churned
Millbrae,No,No,Yes,DSL,"Two Year",34,Stayed
"Palm Desert",Yes,No,Yes,Cable,"One Year",51,Stayed
"El Cajon",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,23,Stayed
"Arroyo Grande",Yes,No,Yes,"Fiber Optic",Month-to-Month,20,Stayed
Pomona,Yes,Yes,Yes,"Fiber Optic","One Year",71,Stayed
Lemoore,Yes,Yes,No,None,"Two Year",25,Churned
Riverside,Yes,Yes,Yes,DSL,Month-to-Month,15,Churned
"San Diego",Yes,No,Yes,Cable,Month-to-Month,2,Churned
Mineral,Yes,Yes,Yes,"Fiber Optic","One Year",54,Churned
Carson,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,42,Stayed
"Van Nuys",Yes,No,Yes,DSL,Month-to-Month,5,Churned
"Los Angeles",No,No,Yes,Cable,"One Year",26,Stayed
Vallecito,Yes,Yes,Yes,Cable,Month-to-Month,41,Churned
Tulare,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Concord,Yes,No,Yes,DSL,Month-to-Month,1,Churned
"Sunset Beach",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"San Diego",Yes,No,No,None,"Two Year",38,Stayed
Milford,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Pomona,Yes,Yes,No,None,"One Year",72,Stayed
Vallejo,Yes,Yes,Yes,"Fiber Optic","One Year",62,Stayed
"Witter Springs",Yes,Yes,Yes,"Fiber Optic","One Year",69,Stayed
Igo,Yes,Yes,Yes,DSL,"One Year",46,Stayed
"Beverly Hills",Yes,No,Yes,"Fiber Optic","Two Year",59,Stayed
"Cantua Creek",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Los Angeles",No,No,Yes,Cable,Month-to-Month,48,Stayed
Yountville,Yes,No,Yes,"Fiber Optic",Month-to-Month,23,Stayed
"Los Angeles",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,10,Churned
"San Francisco",Yes,No,Yes,"Fiber Optic","One Year",45,Stayed
Wasco,Yes,Yes,Yes,DSL,"One Year",31,Stayed
Fulton,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,68,Churned
"La Palma",Yes,No,Yes,"Fiber Optic",Month-to-Month,2,Churned
Etna,No,No,Yes,DSL,"One Year",39,Stayed
Wildomar,Yes,No,Yes,"Fiber Optic","Two Year",71,Stayed
Jamestown,Yes,No,Yes,Cable,"One Year",24,Stayed
"Los Angeles",Yes,No,Yes,Cable,"One Year",38,Churned
"White Water",Yes,No,Yes,Cable,"One Year",16,Stayed
"San Luis Obispo",No,No,Yes,DSL,Month-to-Month,49,Stayed
Glendale,Yes,No,Yes,Cable,Month-to-Month,1,Churned
Pomona,Yes,Yes,Yes,Cable,"One Year",43,Churned
"Cathedral City",Yes,Yes,Yes,"Fiber Optic","Two Year",64,Stayed
Redway,Yes,Yes,Yes,"Fiber Optic","Two Year",35,Stayed
Sunnyvale,Yes,No,Yes,DSL,"Two Year",67,Stayed
Jamul,Yes,Yes,Yes,"Fiber Optic","Two Year",70,Stayed
"River Pines",No,No,Yes,Cable,"Two Year",8,Stayed
"French Gulch",Yes,Yes,No,None,"Two Year",18,Stayed
Weldon,Yes,No,No,None,"Two Year",24,Stayed
"San Bernardino",Yes,Yes,No,None,"Two Year",61,Stayed
"Mountain View",Yes,Yes,No,None,"Two Year",71,Stayed
Coachella,Yes,Yes,Yes,DSL,"Two Year",66,Stayed
"Rancho Palos Verdes",No,No,Yes,DSL,Month-to-Month,29,Stayed
Compton,Yes,No,Yes,DSL,"Two Year",31,Stayed
Sacramento,Yes,Yes,No,None,"Two Year",56,Stayed
"Canyon Country",Yes,Yes,No,None,"Two Year",72,Stayed
"Laguna Hills",No,No,Yes,DSL,"One Year",12,Stayed
Greenbrae,Yes,No,Yes,Cable,Month-to-Month,22,Stayed
Glendale,Yes,No,Yes,Cable,"One Year",33,Stayed
Victorville,No,No,Yes,Cable,"Two Year",42,Stayed
"Aliso Viejo",Yes,No,Yes,DSL,"One Year",28,Stayed
"San Clemente",Yes,Yes,No,None,"Two Year",70,Stayed
Stonyford,Yes,No,Yes,"Fiber Optic",Month-to-Month,64,Stayed
"Huntington Beach",Yes,No,No,None,Month-to-Month,19,Stayed
Avalon,No,No,Yes,DSL,Month-to-Month,25,Churned
"Corte Madera",Yes,Yes,Yes,DSL,"Two Year",71,Stayed
Covelo,No,No,Yes,DSL,"One Year",15,Stayed
"Los Olivos",Yes,No,No,None,"One Year",9,Stayed
Sylmar,Yes,No,Yes,"Fiber Optic",Month-to-Month,45,Stayed
"Santa Cruz",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,1,Churned
Sacramento,Yes,Yes,Yes,DSL,Month-to-Month,18,Stayed
Camino,Yes,No,Yes,"Fiber Optic","One Year",44,Stayed
Pomona,Yes,No,Yes,Cable,"One Year",36,Churned
Turlock,Yes,No,No,None,Month-to-Month,18,Stayed
Riverbank,Yes,No,Yes,"Fiber Optic","Two Year",39,Churned
Piercy,Yes,Yes,Yes,DSL,Month-to-Month,67,Stayed
Glendale,Yes,Yes,Yes,"Fiber Optic","Two Year",54,Stayed
"Los Angeles",No,No,Yes,Cable,"Two Year",66,Stayed
Roseville,Yes,Yes,Yes,Cable,"Two Year",66,Churned
Lancaster,No,No,Yes,DSL,"Two Year",69,Stayed
Jamul,Yes,No,Yes,"Fiber Optic",Month-to-Month,4,Stayed
"San Pedro",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,35,Stayed
Merced,Yes,Yes,Yes,DSL,"Two Year",72,Churned
"Chula Vista",Yes,Yes,Yes,Cable,Month-to-Month,51,Churned
Winterhaven,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,10,Stayed
"Fort Bragg",No,No,Yes,Cable,"One Year",70,Stayed
Vallecito,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
"Los Angeles",Yes,No,Yes,"Fiber Optic","Two Year",27,Stayed
"Grand Terrace",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,41,Stayed
Winton,No,No,Yes,Cable,"One Year",58,Stayed
"Potter Valley",Yes,Yes,Yes,Cable,"One Year",63,Stayed
"National City",Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Shoshone,Yes,No,Yes,DSL,"Two Year",55,Stayed
"Lemon Grove",Yes,Yes,Yes,"Fiber Optic","Two Year",54,Stayed
"San Leandro",Yes,Yes,Yes,DSL,"Two Year",45,Stayed
Oakland,Yes,No,No,None,"Two Year",53,Stayed
Torrance,Yes,No,No,None,"Two Year",72,Stayed
"Browns Valley",Yes,Yes,No,None,"Two Year",19,Stayed
"San Clemente",Yes,No,No,None,Month-to-Month,8,Stayed
"Lake Arrowhead",Yes,No,No,None,Month-to-Month,6,Stayed
"Potter Valley",Yes,Yes,Yes,DSL,"One Year",59,Stayed
"San Jose",Yes,No,Yes,DSL,Month-to-Month,32,Stayed
Crestline,Yes,No,No,None,"Two Year",31,Stayed
"Big Creek",No,No,Yes,DSL,"One Year",63,Stayed
Farmington,Yes,Yes,Yes,"Fiber Optic","One Year",62,Stayed
Emeryville,Yes,No,No,None,"One Year",71,Stayed
Newhall,Yes,No,Yes,"Fiber Optic",Month-to-Month,41,Stayed
"Santa Barbara",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"San Francisco",Yes,No,Yes,DSL,"Two Year",33,Stayed
Woody,Yes,Yes,No,None,"One Year",8,Stayed
Earlimart,Yes,Yes,Yes,DSL,"Two Year",71,Stayed
"South Pasadena",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,42,Churned
Colusa,Yes,Yes,Yes,Cable,"One Year",66,Stayed
Dorris,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,1,Churned
Clayton,Yes,No,Yes,DSL,Month-to-Month,22,Stayed
"Big Creek",No,No,Yes,DSL,"Two Year",69,Stayed
Antelope,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,13,Churned
Richgrove,Yes,Yes,No,None,"Two Year",71,Stayed
"Bass Lake",Yes,No,Yes,DSL,Month-to-Month,14,Stayed
"Los Angeles",Yes,No,Yes,"Fiber Optic",Month-to-Month,18,Churned
Alameda,Yes,No,No,None,"Two Year",46,Stayed
"Redwood City",Yes,No,No,None,"Two Year",72,Stayed
Inglewood,Yes,Yes,Yes,"Fiber Optic","Two Year",72,Stayed
Solvang,Yes,Yes,Yes,DSL,"Two Year",70,Stayed
Bakersfield,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,18,Stayed
Blythe,Yes,No,No,None,"Two Year",7,Stayed
"Seiad Valley",Yes,No,Yes,"Fiber Optic","Two Year",17,Stayed
"San Jose",Yes,No,No,None,Month-to-Month,10,Stayed
Twain,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
Trinidad,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,33,Churned
Rocklin,Yes,No,Yes,"Fiber Optic","Two Year",41,Stayed
Sutter,Yes,Yes,Yes,"Fiber Optic","Two Year",61,Stayed
Sacramento,No,No,Yes,Cable,"Two Year",72,Churned
Loyalton,Yes,No,Yes,DSL,"One Year",23,Stayed
Willits,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,5,Stayed
"Parker Dam",Yes,No,No,None,"One Year",28,Stayed
Idyllwild,Yes,No,Yes,Cable,"Two Year",72,Stayed
"Canoga Park",Yes,No,Yes,"Fiber Optic",Month-to-Month,13,Stayed
"Culver City",Yes,No,Yes,DSL,Month-to-Month,2,Churned
Visalia,Yes,No,Yes,"Fiber Optic",Month-to-Month,7,Churned
Emeryville,Yes,Yes,Yes,DSL,"Two Year",71,Stayed
"Aliso Viejo",Yes,No,Yes,DSL,Month-to-Month,53,Stayed
Clarksburg,Yes,No,No,None,"One Year",11,Stayed
Irvine,Yes,No,No,None,"One Year",24,Stayed
"Marina Del Rey",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,12,Churned
Chilcoot,Yes,No,No,None,"One Year",47,Stayed
Santee,Yes,No,No,None,"One Year",63,Stayed
Surfside,Yes,No,No,None,"Two Year",30,Stayed
"Valley Village",No,No,Yes,DSL,"Two Year",4,Stayed
"San Francisco",Yes,No,No,None,"Two Year",47,Stayed
Fresno,Yes,No,Yes,DSL,"One Year",67,Stayed
Ontario,Yes,No,Yes,"Fiber Optic","One Year",19,Stayed
"Mill Valley",Yes,No,No,None,"One Year",36,Stayed
"Pine Grove",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,24,Stayed
Phillipsville,Yes,Yes,No,None,"Two Year",69,Stayed
Carlsbad,No,No,Yes,Cable,"Two Year",60,Stayed
"San Juan Bautista",No,No,Yes,DSL,Month-to-Month,7,Stayed
Indio,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,41,Stayed
"North Hollywood",Yes,Yes,Yes,Cable,"Two Year",23,Stayed
"Lower Lake",Yes,Yes,No,None,"Two Year",58,Stayed
Benton,Yes,Yes,Yes,"Fiber Optic","One Year",46,Stayed
Livingston,Yes,No,Yes,DSL,Month-to-Month,12,Stayed
Fresno,Yes,No,Yes,Cable,"Two Year",65,Stayed
"Los Angeles",Yes,No,No,None,"Two Year",23,Stayed
Jackson,Yes,No,Yes,DSL,Month-to-Month,1,Churned
Amboy,No,No,Yes,DSL,"Two Year",72,Stayed
Winterhaven,Yes,No,Yes,"Fiber Optic",Month-to-Month,19,Stayed
Olancha,Yes,No,Yes,"Fiber Optic",Month-to-Month,41,Stayed
Sacramento,Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"Berry Creek",Yes,Yes,Yes,DSL,"One Year",71,Stayed
Tarzana,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,18,Churned
"Twentynine Palms",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,3,Churned
"Little River",Yes,No,No,None,"Two Year",58,Stayed
Coalinga,Yes,No,Yes,Cable,"Two Year",6,Stayed
Helm,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,24,Churned
"El Monte",No,No,Yes,DSL,Month-to-Month,1,Churned
Bonita,Yes,No,Yes,"Fiber Optic",Month-to-Month,8,Churned
"Garden Grove",Yes,No,Yes,"Fiber Optic",Month-to-Month,3,Churned
Fortuna,Yes,No,No,None,Month-to-Month,7,Stayed
Casmalia,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,32,Stayed
"Los Angeles",Yes,No,No,None,"Two Year",23,Stayed
"Beverly Hills",Yes,No,No,None,"Two Year",72,Stayed
Glendale,Yes,No,No,None,"Two Year",43,Stayed
Posey,Yes,Yes,Yes,"Fiber Optic","Two Year",8,Stayed
"Los Angeles",Yes,No,Yes,DSL,"Two Year",18,Stayed
Richmond,Yes,Yes,Yes,"Fiber Optic","Two Year",71,Stayed
Downey,Yes,Yes,No,None,"Two Year",68,Stayed
"Scott Bar",Yes,Yes,Yes,"Fiber Optic","One Year",46,Stayed
Fullerton,Yes,Yes,Yes,DSL,"Two Year",67,Stayed
Lucerne,Yes,No,No,None,"One Year",25,Stayed
Valencia,Yes,No,Yes,Cable,"Two Year",57,Stayed
"San Diego",Yes,No,No,None,"Two Year",15,Stayed
"Angelus Oaks",No,No,Yes,DSL,Month-to-Month,11,Stayed
Lancaster,Yes,Yes,Yes,DSL,"One Year",56,Stayed
Orange,Yes,Yes,Yes,Cable,Month-to-Month,4,Stayed
"Simi Valley",Yes,Yes,No,None,"Two Year",72,Stayed
Downey,Yes,Yes,Yes,"Fiber Optic","Two Year",17,Stayed
Camarillo,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,37,Stayed
"Los Angeles",Yes,No,Yes,Cable,Month-to-Month,30,Stayed
Miramonte,Yes,Yes,Yes,DSL,"One Year",53,Stayed
"San Diego",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,12,Churned
Brooks,No,No,Yes,Cable,"Two Year",72,Stayed
"Laguna Hills",Yes,No,Yes,Cable,"One Year",36,Stayed
Castaic,Yes,No,No,None,"Two Year",8,Stayed
Dunsmuir,Yes,No,No,None,"Two Year",57,Stayed
Fullerton,Yes,No,No,None,"One Year",5,Stayed
"Browns Valley",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,18,Churned
Anaheim,Yes,No,Yes,DSL,Month-to-Month,4,Stayed
Bodega,Yes,Yes,Yes,DSL,Month-to-Month,42,Stayed
"Birds Landing",Yes,Yes,Yes,"Fiber Optic","One Year",70,Stayed
"West Sacramento",Yes,Yes,Yes,DSL,"One Year",61,Stayed
Poway,No,No,Yes,DSL,"Two Year",35,Stayed
Sheridan,Yes,Yes,Yes,Cable,"Two Year",65,Stayed
Elk,Yes,Yes,Yes,"Fiber Optic","Two Year",32,Stayed
"Mi Wuk Village",Yes,Yes,Yes,Cable,"Two Year",70,Stayed
"Newport Coast",Yes,No,No,None,"Two Year",55,Stayed
Somis,Yes,Yes,Yes,"Fiber Optic","Two Year",8,Stayed
Coulterville,No,No,Yes,DSL,Month-to-Month,57,Stayed
Hume,Yes,No,Yes,DSL,"Two Year",46,Stayed
Ivanhoe,Yes,No,No,None,"Two Year",68,Stayed
"La Verne",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,49,Stayed
Adelanto,Yes,Yes,No,None,Month-to-Month,21,Stayed
Anaheim,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,18,Stayed
"Los Angeles",Yes,No,Yes,DSL,Month-to-Month,25,Stayed
Hilmar,Yes,No,Yes,DSL,"Two Year",47,Stayed
Bonsall,Yes,Yes,Yes,"Fiber Optic",Month-to-Month,54,Stayed
Torrance,Yes,No,Yes,"Fiber Optic",Month-to-Month,29,Stayed
"San Jose",Yes,Yes,No,None,"One Year",64,Stayed
Orosi,Yes,No,Yes,"Fiber Optic",Month-to-Month,2,Churned
"Mokelumne Hill",Yes,No,No,None,"One Year",25,Stayed
Grimes,Yes,No,Yes,DSL,Month-to-Month,18,Churned
"Morongo Valley",Yes,Yes,Yes,"Fiber Optic",Month-to-Month,37,Stayed
Lynwood,No,No,Yes,Cable,Month-to-Month,9,Churned
Fremont,Yes,No,Yes,DSL,Month-to-Month,6,Churned
"Costa Mesa",Yes,No,Yes,DSL,"Two Year",56,Stayed
"Glen Ellen",Yes,No,Yes,DSL,Month-to-Month,22,Churned
"Long Beach",Yes,No,Yes,"Fiber Optic",Month-to-Month,1,Churned
"Mi Wuk Village",Yes,Yes,Yes,DSL,"Two Year",45,Stayed
